latitude,longitude
30.37556778,-97.67698496
30.39548448,-97.67148971
30.44068093,-97.66785626
30.26221319,-97.73608518
30.27341101,-97.69779378
30.26120725,-97.79233889
30.43761854,-97.66891695
30.23753927,-97.75156383
30.31734794,-97.70749671
30.35472145,-97.715188
30.3882902,-97.76016092
30.47638666,-97.76507717
30.35571393,-97.70235201
30.23541917,-97.75627295
30.34391593,-97.71489944
30.28630851,-97.67734578
30.27638753,-97.68847056
30.12999901,-97.80016635
30.26182202,-97.73626491
30.39674992,-97.84912498
30.20381151,-97.77511132
30.21449306,-97.72887248
30.36704912,-97.68289926
30.34460016,-97.69675921
30.21555941,-97.7526428
30.27689519,-97.73075356
30.16377778,-97.77862336
30.21031751,-97.71341629
30.24703962,-97.73505883
30.37467258,-97.72146291
30.37582027,-97.59740756
30.23386128,-97.8649896
30.34448826,-97.67793057
30.41331787,-97.69084344
30.34123509,-97.77692921
30.16657893,-97.78655181
30.32678321,-97.67064139
30.38095314,-97.67413424
30.19933853,-97.79354095
30.38686388,-97.64866599
30.39575618,-97.66618729
30.20053682,-97.79950142
30.16886626,-97.78834617
30.27121242,-97.76365012
30.307025,-97.71229651
30.39281463,-97.72134622
30.32638862,-97.69208471
30.34479192,-97.58070862
30.19817075,-97.76362836
30.30028069,-97.64817147
30.15700586,-97.79022907
30.47448776,-97.77531308
30.32369075,-97.70664522
30.33341544,-97.73998138
30.19089711,-97.77142286
30.3086394,-97.70886146
30.22263936,-97.76324073
30.32769514,-97.66321934
30.25131832,-97.89716517
30.36413814,-97.6841276
30.3723392,-97.66601118
30.24139569,-97.88141445
30.17277444,-97.78539774
30.29889909,-97.64527172
30.22309334,-97.76340185
30.31871218,-97.69814723
30.22381242,-97.74738137
30.2304535,-97.73225847
30.31129446,-97.66611262
30.26928445,-97.76115101
30.1979896,-97.62243039
30.24180346,-97.75996613
30.21249955,-97.73101211
30.18443811,-97.7687037
30.27021181,-97.69687489
30.2219613,-97.76326686
30.42673465,-97.67672343
30.36695767,-97.70061413
30.19077901,-97.73370145
30.24427163,-97.84251976
30.42876758,-97.70163269
30.27977133,-97.64526386
30.17112622,-97.8245906
30.38975204,-97.73375985
30.1752489,-97.76952124
30.36531355,-97.70168901
30.35414712,-97.68142135
30.14055602,-97.79569846
30.3481656,-97.7128348
30.43639494,-97.83915651
30.34522588,-97.58123052
30.21492603,-97.73542643
30.19451253,-97.62343686
30.33873403,-97.70030662
30.17992056,-97.82019629
30.37183275,-97.68154198
30.3576045,-97.68697372
30.38855455,-97.64777768
30.43506002,-97.7702375
30.39503699,-97.67184412
30.10197126,-97.81180278
30.36582083,-97.79757157
30.3287642,-97.67853058
30.20057952,-97.76818202
30.29164073,-97.7505651
30.32992624,-97.63511807
30.18761884,-97.64671793
30.22787126,-97.68233757
30.37003419,-97.62042197
30.29591672,-97.71890268
30.35575956,-97.71509846
30.41166015,-97.69189043
30.27638485,-97.70007712
30.38340141,-97.6737185
30.35850738,-97.68879925
30.22211325,-97.7614789
30.17340733,-97.88814309
30.37376231,-97.72835219
30.39477589,-97.64435999
30.21305661,-97.72100363
30.33278627,-97.68612669
30.23641527,-97.79242323
30.35518136,-97.68300937
30.34583029,-97.67735396
30.3758158,-97.73212353
30.40917846,-97.85114534
30.3701271,-97.68036902
30.46091788,-97.79451703
30.23208879,-97.71876631
30.22135005,-97.67427046
30.41137801,-97.67412538
30.32818753,-97.6553176
30.10701863,-97.81001225
30.2024014,-97.71991091
30.17179662,-97.78316858
30.40426728,-97.74530489
30.47230233,-97.78622066
30.2682263,-97.69637572
30.28336608,-97.69888548
30.43825298,-97.66821345
30.29144653,-97.70746389
30.3398706,-97.69957871
30.24743433,-97.75587389
30.15325927,-97.7914086
30.29475905,-97.71936692
30.26587598,-97.67159263
30.39251691,-97.67124786
30.44161533,-97.70285572
30.37951205,-97.72494522
30.42907127,-97.69326046
30.42755808,-97.75578657
30.2761099,-97.6998323
30.33526287,-97.69330753
30.18403838,-97.78187222
30.37086432,-97.71630504
30.41379009,-97.70749791
30.35212677,-97.69232393
30.38195425,-97.67437619
30.19519333,-97.68479191
30.19877701,-97.63249573
30.37646154,-97.72564912
30.35857392,-97.68784021
30.18129735,-97.75080147
30.23520326,-97.82389603
30.23048417,-97.78807628
30.32986598,-97.63646157
30.28917724,-97.76169268
30.3673793,-97.68226117
30.29909499,-97.74693299
30.30106557,-97.71578818
30.32225518,-97.70812407
30.21557509,-97.69991218
30.18358106,-97.77531056
30.1827037,-97.84819378
30.33517163,-97.70264715
30.26913435,-97.72912521
30.30257759,-97.66031156
30.32619771,-97.69234411
30.33570438,-97.65719784
30.36956049,-97.71947506
30.30709991,-97.71189591
30.19689361,-97.74411954
30.36364976,-97.68462789
30.15931029,-97.78975069
30.31705099,-97.70749893
30.32210267,-97.70698048
30.34004348,-97.701077
30.39244973,-97.6716171
30.25729429,-97.74666919
30.20549901,-97.71665958
30.27753586,-97.81942985
30.22719971,-97.76161781
30.3926242,-97.6712707
30.23591225,-97.82604379
30.37141051,-97.75716134
30.22545533,-97.76775976
30.2181658,-97.6902474
30.12618979,-97.80109088
30.43528134,-97.76687501
30.18050495,-97.88110232
30.37516049,-97.73040109
30.42216884,-97.69289414
30.31636176,-97.66347375
30.2228299,-97.68207577
30.41512807,-97.67697635
30.38666064,-97.64871874
30.0987373,-97.81298453
30.47661388,-97.7642466
30.35772547,-97.70016167
30.27919957,-97.73023601
30.30737699,-97.71171835
30.3824919,-97.74135971
30.4443799,-97.6644016
30.24629398,-97.88854842
30.21490626,-97.73246248
30.32195123,-97.71404487
30.27944246,-97.6441504
30.35319191,-97.79471688
30.40312943,-97.74810725
30.35887554,-97.71625432
30.29388119,-97.74726866
30.26662174,-97.73382093
30.31115227,-97.71032447
30.34242746,-97.69772697
30.37016129,-97.69311307
30.34353719,-97.61548367
30.41847894,-97.67265163
30.20957896,-97.77231284
30.29021369,-97.69476615
30.21908063,-97.75571969
30.31300689,-97.70510636
30.43453059,-97.76878943
30.22261132,-97.69771736
30.39857916,-97.67312785
30.40324551,-97.67892831
30.43020735,-97.67042247
30.17146259,-97.62746475
30.23995183,-97.83232968
30.31017649,-97.74260787
30.29647539,-97.71862272
30.31617509,-97.70762352
30.46904836,-97.79528444
30.32128835,-97.69178628
30.26098803,-97.73651167
30.37838198,-97.73852137
30.20246801,-97.77561697
30.26423988,-97.70311524
30.18975444,-97.74110187
30.37756029,-97.7101842
30.2536017,-97.74814326
30.25880777,-97.79697319
30.32278904,-97.6812591
30.21141466,-97.80303207
30.20728872,-97.75652394
30.21635221,-97.75099735
30.28454328,-97.76379423
30.19818958,-97.76430855
30.22691551,-97.79019506
30.42088903,-97.67219212
30.25911289,-97.67485236
30.43743459,-97.76764565
30.32840051,-97.67791828
30.43404319,-97.70021502
30.31124927,-97.70889959
30.25045843,-97.68554714
30.35713439,-97.68875215
30.36014234,-97.79292778
30.39810231,-97.67289153
30.31418527,-97.70808101
30.16610527,-97.6160764
30.38829294,-97.74445034
30.35474564,-97.71501993
30.41301255,-97.67368978
30.36935545,-97.68060778
30.25996451,-97.70953007
30.22271948,-97.8057135
30.21769172,-97.68343644
30.22186227,-97.68289075
30.21954023,-97.83632951
30.28178478,-97.72802442
30.27029588,-97.73248358
30.22492143,-97.70323063
30.39011974,-97.68263825
30.33525152,-97.69236844
30.33582808,-97.70223465
30.32946926,-97.67957918
30.15468221,-97.83414255
30.25211049,-97.71043797
30.48598117,-97.77057454
30.2446269,-97.73038601
30.20041984,-97.68362892
30.19562116,-97.76696536
30.38067347,-97.652918
30.40831015,-97.69705364
30.36311582,-97.6969469
30.20271031,-97.71915457
30.40712045,-97.72009027
30.1798294,-97.77724277
30.29631738,-97.75881086
30.21341521,-97.7207967
30.3724949,-97.74082757
30.21340208,-97.72066426
30.38320468,-97.67331783
30.17521861,-97.78019427
30.16960641,-97.78440876
30.32760553,-97.70598476
30.11182424,-97.80731647
30.14177087,-97.79510502
30.17383454,-97.81443104
30.21709192,-97.75173144
30.28945466,-97.82788255
30.24869018,-97.69020006
30.16724195,-97.65937338
30.43464303,-97.69950394
30.25778635,-97.70431675
30.32135391,-97.68545703
30.22083502,-97.74875354
30.20212411,-97.7611071
30.38238965,-97.77159986
30.32456611,-97.67192781
30.33296165,-97.70404422
30.35487106,-97.70341736
30.37385745,-97.67816073
30.35796942,-97.68749151
30.17130665,-97.78591136
30.18843647,-97.89689211
30.16032621,-97.77686138
30.24998849,-97.89458339
30.40982776,-97.71177386
30.40777133,-97.67393998
30.2946188,-97.71974742
30.30295078,-97.65390595
30.29125705,-97.62801768
30.26091548,-97.73650158
30.40176435,-97.67925559
30.2660932,-97.73450277
30.23334395,-97.73937634
30.35419422,-97.70442641
30.31408105,-97.70812248
30.17545033,-97.88751978
30.22025095,-97.76552132
30.40713437,-97.67412647
30.3782643,-97.67585893
30.26379761,-97.81681058
30.24268455,-97.6908182
30.23597391,-97.79338112
30.32387901,-97.67782818
30.29682032,-97.71836909
30.26945328,-97.76180052
30.21952855,-97.68310029
30.22944959,-97.78808109
30.32916741,-97.64544003
30.17368538,-97.78512066
30.32884854,-97.70573289
30.21505079,-97.7520882
30.18992045,-97.77093302
30.31346896,-97.71844183
30.19162955,-97.73062783
30.21831784,-97.69008982
30.27223782,-97.69758095
30.36724331,-97.71844446
30.30952211,-97.71018381
30.34997545,-97.5871165
30.22303614,-97.76319235
30.32042285,-97.71308035
30.40914614,-97.66332908
30.40840265,-97.67543664
30.38157496,-97.70913603
30.44413682,-97.78735909
30.30919593,-97.69553896
30.40698609,-97.67482499
30.22010752,-97.75760622
30.3915014,-97.66041353
30.346021,-97.70892918
30.35332013,-97.7143216
30.29886434,-97.74720592
30.16638456,-97.74406096
30.29279675,-97.63125338
30.25170087,-97.7411726
30.19456445,-97.70144057
30.24986247,-97.69135782
30.44107797,-97.66466481
30.22727641,-97.7735742
30.41440062,-97.67348651
30.17137985,-97.78591882
30.23171942,-97.71740712
30.33864533,-97.69257763
30.40994343,-97.67475057
30.27167286,-97.81784259
30.41590222,-97.69612085
30.17391754,-97.80584383
30.33199357,-97.70402338
30.36757169,-97.69457381
30.32879843,-97.67723724
30.30332557,-97.6553605
30.48165476,-97.7908592
30.3149989,-97.73629818
30.22345348,-97.76358109
30.43064744,-97.67065367
30.27679681,-97.76930451
30.38765727,-97.82419237
30.29178323,-97.66363176
30.2500838,-97.69152999
30.40792167,-97.67818501
30.21055392,-97.72694704
30.19855504,-97.79115114
30.21773388,-97.68349213
30.19749563,-97.76479854
30.29662503,-97.65054705
30.3222384,-97.70820889
30.21050072,-97.72693386
30.31157191,-97.75674835
30.32582868,-97.83366885
30.221143,-97.67367757
30.37250185,-97.74070902
30.2397067,-97.78776588
30.38910203,-97.65182504
30.37557482,-97.80510028
30.40739535,-97.71434182
30.17411231,-97.8069781
30.37250977,-97.72419623
30.22399637,-97.80497026
30.25918504,-97.74968113
30.25299442,-97.74322249
30.2729026,-97.75770042
30.3024543,-97.66117668
30.26514374,-97.74385951
30.32593335,-97.671677
30.32198615,-97.70881795
30.28837477,-97.66481069
30.14113705,-97.79546578
30.26596959,-97.70218817
30.38590102,-97.82171004
30.26857955,-97.72748635
30.23545641,-97.75642483
30.1636673,-97.83069778
30.27530773,-97.73396283
30.34392499,-97.69699817
30.17384615,-97.82385947
30.33534444,-97.69347854
30.18285801,-97.68752845
30.26623285,-97.7435427
30.19436933,-97.77825846
30.30371753,-97.7141358
30.18939463,-97.77146281
30.1772517,-97.75668296
30.34760432,-97.69439371
30.38976204,-97.73376592
30.42662365,-97.67652974
30.20800198,-97.80532392
30.24049429,-97.75624046
30.32052681,-97.69604117
30.33342869,-97.61378137
30.23470372,-97.74031905
30.23780353,-97.72575442
30.20297942,-97.64058353
30.38004408,-97.68748459
30.36348827,-97.73255505
30.23591241,-97.72132258
30.18093102,-97.85148068
30.33055689,-97.71557863
30.2224316,-97.68006337
30.26216213,-97.76168033
30.31429338,-97.63549959
30.15963032,-97.79001628
30.38584807,-97.67270882
30.2300215,-97.78806536
30.16870745,-97.62156693
30.26062024,-97.70461253
30.37372675,-97.72766655
30.17908965,-97.7787307
30.18272957,-97.84789577
30.20106473,-97.86675942
30.20569908,-97.64441431
30.17389039,-97.81968828
30.41346742,-97.65299362
30.24600094,-97.80754521
30.22002014,-97.69327172
30.33254366,-97.6868906
30.31618948,-97.70755122
30.31549933,-97.82585476
30.16934514,-97.7960452
30.29338219,-97.72529008
30.41924451,-97.66081265
30.16039961,-97.77673383
30.19146289,-97.87324767
30.19450979,-97.77820145
30.17509892,-97.78132754
30.16816737,-97.78519489
30.20901762,-97.78258483
30.2466394,-97.88751457
30.26153279,-97.73671441
30.32441923,-97.70632473
30.34039304,-97.69998883
30.28087151,-97.64811634
30.29945111,-97.62266568
30.33512323,-97.60754112
30.26572462,-97.69562623
30.29758602,-97.62387026
30.27648025,-97.68860238
30.26920264,-97.76106233
30.2271092,-97.76960371
30.36519831,-97.6966366
30.43664054,-97.73530779
30.17445399,-97.76926157
30.20101014,-97.63549696
30.15018618,-97.83323187
30.31949406,-97.66640354
30.26485326,-97.73509144
30.26689333,-97.73459079
30.2467891,-97.71447021
30.39441033,-97.67132002
30.38384596,-97.64993258
30.33483297,-97.71637303
30.37196762,-97.67935761
30.32143647,-97.70748293
30.33561994,-97.69220084
30.40797423,-97.67862141
30.34035139,-97.59030077
30.22230647,-97.67790639
30.19447039,-97.62346007
30.23536832,-97.79417053
30.28213587,-97.72783629
30.43175131,-97.76526629
30.33030296,-97.69863793
30.3359231,-97.70202352
30.33302432,-97.7038788
30.22240762,-97.68041031
30.48504195,-97.80461162
30.20523548,-97.68314844
30.28513112,-97.66194952
30.26940548,-97.73319838
30.24506588,-97.76778043
30.11277738,-97.78606351
30.34469126,-97.69651606
30.24691164,-97.77739708
30.25387337,-97.73651142
30.36551112,-97.71786042
30.25650171,-97.722764
30.26121582,-97.69816754
30.21058531,-97.80362563
30.4061263,-97.72372814
30.3827162,-97.73662458
30.37399658,-97.72889737
30.38835014,-97.6508325
30.21931388,-97.6701329
30.36073387,-97.69307327
30.2931032,-97.72070512
30.22592881,-97.76838492
30.2674244,-97.75755046
30.41544366,-97.65569623
30.32364075,-97.75288768
30.23076983,-97.73297524
30.43817924,-97.78426379
30.34128559,-97.6132888
30.18859165,-97.76549188
30.31538063,-97.66288106
30.4308783,-97.6703734
30.36480807,-97.69612812
30.37598288,-97.69405299
30.33221109,-97.68659619
30.27756674,-97.66749528
30.46593845,-97.80386016
30.39120469,-97.73398377
30.21144624,-97.77912956
30.30147064,-97.62147137
30.42699458,-97.71837529
30.36481141,-97.69613695
30.46271892,-97.81406154
30.23529978,-97.86030644
30.28526505,-97.662873
30.26556035,-97.7342329
30.22332232,-97.76352958
30.35558867,-97.69024487
30.28691091,-97.72465461
30.27601487,-97.75171633
30.31292934,-97.66194096
30.32059692,-97.70662215
30.1816745,-97.75178901
30.37124429,-97.72118037
30.24284815,-97.68986092
30.28448581,-97.65840174
30.26109073,-97.71515053
30.35078409,-97.79642343
30.41606799,-97.6726623
30.37649639,-97.67643065
30.30442418,-97.64546091
30.38230456,-97.81315463
30.32179466,-97.70439244
30.20682873,-97.63846338
30.39471625,-97.7464762
30.43975401,-97.77940706
30.16484869,-97.77917685
30.2357116,-97.87710732
30.20571691,-97.75758852
30.35343535,-97.78234706
30.21633989,-97.75218612
30.39008444,-97.73440646
30.22732355,-97.77354319
30.46769293,-97.79665984
30.20716546,-97.75766272
30.36220389,-97.72931062
30.33707722,-97.71943005
30.31367736,-97.65399929
30.21281567,-97.70811353
30.26358001,-97.73498503
30.39404952,-97.73337281
30.2019035,-97.63770758
30.33241759,-97.70435359
30.39344293,-97.73336786
30.22025466,-97.69350292
30.22421743,-97.67935769
30.21829365,-97.75053241
30.17890642,-97.74697509
30.41472376,-97.70713555
30.17894747,-97.82070143
30.37722907,-97.67674059
30.25273389,-97.80550301
30.36989464,-97.69317585
30.22129042,-97.67447482
30.22781001,-97.7801807
30.34617671,-97.70022104
30.21173356,-97.72959362
30.26719072,-97.75597828
30.21634125,-97.66510564
30.26037064,-97.8143282
30.30371673,-97.71606318
30.27349636,-97.69793594
30.19526808,-97.62436862
30.34874167,-97.69409421
30.26736305,-97.73674994
30.36880028,-97.61532474
30.32832038,-97.70589785
30.35813291,-97.71623545
30.26123634,-97.71555854
30.21069832,-97.65416758
30.33229417,-97.70292427
30.28559101,-97.70589998
30.2422075,-97.69017957
30.34525489,-97.70837407
30.3397108,-97.61817123
30.47164153,-97.78720919
30.22196032,-97.7076995
30.43452212,-97.76013856
30.4200559,-97.66234779
30.45797019,-97.82307238
30.23520392,-97.86124886
30.36314725,-97.79031779
30.26735992,-97.73675127
30.38828991,-97.73465673
30.36841201,-97.61332304
30.33099266,-97.62200363
30.30639765,-97.71217918
30.2434672,-97.72953233
30.32877579,-97.65394665
30.24739335,-97.77458979
30.36878333,-97.69373328
30.24810184,-97.73581036
30.40470184,-97.62888676
30.33437402,-97.67293232
30.31708397,-97.66371769
30.25700565,-97.79962489
30.2858969,-97.66461753
30.30704849,-97.72444754
30.40036679,-97.74551058
30.31496795,-97.66392132
30.44382,-97.74243
30.42195984,-97.747399
30.24368826,-97.78231932
30.36338108,-97.71792088
30.19614307,-97.74263334
30.18401999,-97.78188375
30.45496122,-97.79164752
30.22806609,-97.77896926
30.34901911,-97.67645607
30.23716324,-97.75083419
30.41032872,-97.71124321
30.19907052,-97.79297203
30.26879,-97.73354
30.12001242,-97.80386455
30.35231484,-97.75843284
30.30073927,-97.76853458
30.37719419,-97.68897865
30.31732132,-97.70755916
30.37542103,-97.73963421
30.47113299,-97.79016927
30.21297382,-97.65955311
30.333985,-97.73993761
30.26159571,-97.73628397
30.26937934,-97.77612759
30.21621197,-97.74398007
30.24932875,-97.80522588
30.23100938,-97.73463841
30.21856276,-97.6907528
30.28009006,-97.76719815
30.33655688,-97.75542994
30.42229981,-97.84489856
30.35534608,-97.78275321
30.16689763,-97.78375655
30.33451477,-97.73343246
30.29263845,-97.72105953
30.18593169,-97.81632022
30.19421738,-97.76751004
30.28564202,-97.66535763
30.21658479,-97.73431247
30.17314902,-97.82402173
30.31336875,-97.70838889
30.39452532,-97.84547759
30.33741074,-97.75706377
30.21537846,-97.83305611
30.21240056,-97.71259527
30.24915178,-97.80529717
30.21905454,-97.66994571
30.29130272,-97.77160978
30.22805807,-97.8431846
30.16147928,-97.83248702
30.27250674,-97.68933733
30.1944648,-97.78951245
30.31922055,-97.70718981
30.30223477,-97.72759247
30.34816356,-97.75007436
30.29561273,-97.66272303
30.36780973,-97.74258632
30.37680139,-97.659138
30.25322517,-97.86625075
30.2389991,-97.78881522
30.28133598,-97.69555919
30.17416853,-97.8872264
30.30654518,-97.73575963
30.25390071,-97.73659567
30.22786125,-97.68271798
30.24142776,-97.83668566
30.21288479,-97.77849246
30.24801477,-97.7353451
30.39241475,-97.70826247
30.35405689,-97.69806607
30.19103483,-97.77006505
30.32447458,-97.70715042
30.25602554,-97.80121666
30.29245377,-97.72117787
30.28588871,-97.66677562
30.21978731,-97.89185322
30.17339078,-97.80090428
30.22934384,-97.88924324
30.2846779,-97.65953507
30.25321401,-97.80346059
30.23584159,-97.72493587
30.34576476,-97.67745248
30.32709477,-97.69173247
30.37952769,-97.73792171
30.37675764,-97.71035019
30.32065169,-97.71589211
30.17731712,-97.74828167
30.36397508,-97.66843444
30.38855625,-97.71053161
30.34255792,-97.76275513
30.27202054,-97.63336613
30.23616479,-97.78426245
30.21125479,-97.82473245
30.23326117,-97.79729462
30.34395476,-97.67829248
30.21221479,-97.78714245
30.3981826,-97.73754084
30.26964736,-97.73317711
30.44318629,-97.66795591
30.2185696,-97.66899372
30.32062773,-97.71188523
30.41116729,-97.67786136
30.24702397,-97.73512814
30.16036843,-97.78941608
30.44200366,-97.66589582
30.22864074,-97.76084622
30.32458143,-97.67313234
30.13335729,-97.7991487
30.40913002,-97.69677145
30.24911816,-97.80701298
30.40907124,-97.67521225
30.21544727,-97.75112566
30.32129924,-97.70622895
30.31203559,-97.66262532
30.36238165,-97.71728263
30.27499175,-97.73173669
30.39728273,-97.64246535
30.35959365,-97.6867206
30.17821721,-97.74744766
30.31833632,-97.70686801
30.43304944,-97.70056949
30.246847,-97.80632514
30.32129924,-97.70622895
30.27351478,-97.69045248
30.35333076,-97.70562289
30.36874554,-97.68098881
30.21663899,-97.74400917
30.15521156,-97.79094862
30.36094465,-97.66958588
30.34682921,-97.71043044
30.41046133,-97.67416818
30.25037147,-97.88676195
30.34095297,-97.7684531
30.3521686,-97.69983024
30.29359076,-97.62647952
30.16469349,-97.82938426
30.20278789,-97.63868023
30.17482856,-97.78140075
30.21975228,-97.67131701
30.23015276,-97.7140735
30.31546824,-97.68147131
30.17273006,-97.83070703
30.20320638,-97.63947131
30.26652395,-97.75625386
30.43193358,-97.76490165
30.35072543,-97.58846306
30.24066489,-97.81545901
30.31937475,-97.75604174
30.3026759,-97.66093264
30.43054707,-97.73634537
30.3682119,-97.74248522
30.23461405,-97.69731026
30.22297311,-97.76392091
30.26867041,-97.69797171
30.28483213,-97.66042677
30.22704105,-97.77027474
30.29787477,-97.74123246
30.1127571,-97.80691193
30.20236182,-97.63785467
30.28262786,-97.69374292
30.19524563,-97.62526116
30.1496771,-97.79261641
30.33183183,-97.68681406
30.26974614,-97.68781899
30.19335995,-97.81158601
30.25270343,-97.72109081
30.48751196,-97.77288292
30.20556916,-97.78295781
30.14471303,-97.85268061
30.32130413,-97.69462455
30.19648983,-97.76567863
30.23533491,-97.85779532
30.44120565,-97.66512874
30.27499493,-97.81793612
30.22942479,-97.80115245
30.23038644,-97.78800609
